state,district,crop,soil_type,water_source,sowing_month,avg_temp,rainfall,yield_per_acre,market_price
Karnataka,Mysore,Rice,Sandy Loam,Rain-fed,4,17,134,1.7,2502
Maharashtra,Thane,Chilli,Loamy,Tank,7,35,216,1.4,13953
Tamil Nadu,Salem,Wheat,Red,Borewell,1,27,264,1.16,2071
Karnataka,Belagavi,Chilli,Black,Rain-fed,3,16,158,1.28,15607
Karnataka,Belagavi,Rice,Sandy Loam,Borewell,4,13,215,1.55,2696
Maharashtra,Thane,Onion,Black,Canal,11,30,205,7.33,2596
Karnataka,Mandya,Chilli,Sandy Loam,Borewell,11,38,163,1.37,20643
Tamil Nadu,Madurai,Coconut,Red,Tank,7,30,276,53.04,23
Maharashtra,Nashik,Wheat,Alluvial,Tank,11,12,84,1.65,2609
Karnataka,Mysore,Chilli,Laterite,Borewell,11,26,119,1.84,19278
Maharashtra,Thane,Tomato,Black,Canal,5,29,162,11.25,2088
Karnataka,Mysore,Coconut,Alluvial,Canal,10,27,265,74.02,36
Karnataka,Dharwad,Chilli,Sandy,Tank,5,30,126,1.31,15672
Maharashtra,Pune,Coconut,Sandy Loam,Tank,1,19,120,45.36,32
Tamil Nadu,Chennai,Onion,Red,Tank,10,13,240,6.64,2129
Karnataka,Mysore,Maize,Laterite,River,3,23,198,3.33,2483
Karnataka,Belagavi,Chilli,Black,Rain-fed,6,34,138,1.62,13487
Karnataka,Belagavi,Potato,Sandy,Canal,4,37,269,7.11,2366
Tamil Nadu,Coimbatore,Wheat,Laterite,River,7,38,264,0.67,2023
Tamil Nadu,Chennai,Maize,Red,Canal,5,34,30,2.68,1515
Karnataka,Bangalore Urban,Wheat,Clay,Canal,6,12,71,1.46,2618
Tamil Nadu,Salem,Maize,Loamy,Rain-fed,12,32,101,2.94,2295
Karnataka,Mandya,Tomato,Alluvial,Canal,10,36,92,9.07,3322
Tamil Nadu,Chennai,Maize,Loamy,Canal,3,18,226,3.41,1639
Maharashtra,Thane,Rice,Loamy,Rain-fed,11,18,51,1.79,2188
Maharashtra,Pune,Wheat,Clay,River,9,13,277,1.52,2233
Tamil Nadu,Salem,Onion,Loamy,Borewell,12,12,48,7.64,2327
Tamil Nadu,Madurai,Rice,Sandy Loam,Canal,2,17,66,2.11,1695
Tamil Nadu,Madurai,Potato,Clay,River,4,38,117,7.14,1704
Tamil Nadu,Salem,Maize,Sandy Loam,Rain-fed,10,15,260,2.16,2205
Maharashtra,Nashik,Tomato,Laterite,Rain-fed,9,21,124,9.83,2447
Maharashtra,Nashik,Tomato,Black,River,10,29,173,12.19,2645
Tamil Nadu,Salem,Maize,Sandy Loam,Canal,10,17,86,2.51,2311
Maharashtra,Nashik,Wheat,Sandy Loam,Borewell,7,32,73,0.91,1842
Karnataka,Dharwad,Chilli,Sandy,River,9,20,299,1.16,14096
Karnataka,Dharwad,Tomato,Loamy,Canal,3,30,23,12.99,2797
Maharashtra,Nashik,Potato,Clay,Borewell,8,35,183,8.84,1755
Tamil Nadu,Coimbatore,Maize,Sandy,Borewell,4,22,146,2.81,1991
Tamil Nadu,Madurai,Maize,Black,Rain-fed,7,36,124,2.47,1860
Tamil Nadu,Salem,Chilli,Alluvial,Rain-fed,7,14,264,1.25,12204
Maharashtra,Pune,Chilli,Clay,River,11,31,280,1.61,14433
Tamil Nadu,Madurai,Coconut,Loamy,River,4,28,188,64.5,32
Maharashtra,Pune,Coconut,Red,Rain-fed,3,22,279,49.74,27
Karnataka,Haveri,Onion,Sandy Loam,Tank,1,25,101,6.94,2219
Tamil Nadu,Coimbatore,Chilli,Laterite,Tank,3,25,166,1.78,15253
Karnataka,Belagavi,Tomato,Laterite,Tank,10,12,151,8.19,2792
Maharashtra,Thane,Chilli,Clay,Borewell,5,13,262,1.12,10658
Maharashtra,Pune,Coconut,Alluvial,Tank,1,21,23,51.12,29
Maharashtra,Nagpur,Onion,Red,Canal,11,17,286,7.65,2579
Maharashtra,Nashik,Coconut,Laterite,Rain-fed,4,24,289,52.09,28
Karnataka,Mysore,Tomato,Alluvial,Rain-fed,6,36,173,8.05,2731
Tamil Nadu,Coimbatore,Tomato,Sandy Loam,Canal,1,16,206,10.93,2273
Maharashtra,Thane,Chilli,Sandy Loam,Tank,8,24,250,1.73,14101
Tamil Nadu,Coimbatore,Maize,Sandy Loam,Borewell,1,32,236,2.45,2129
Karnataka,Bangalore Urban,Potato,Laterite,Rain-fed,7,16,285,16.88,1915
Karnataka,Haveri,Onion,Laterite,Rain-fed,12,28,59,4.98,2817
Karnataka,Haveri,Coconut,Black,River,8,20,295,51.99,31
Maharashtra,Thane,Rice,Red,Canal,9,22,68,2.51,2163
Karnataka,Mysore,Tomato,Laterite,Canal,11,23,274,13.22,3391
Karnataka,Haveri,Onion,Red,River,5,38,196,4.09,2170
Karnataka,Dharwad,Onion,Laterite,River,10,22,171,8.55,2831
Maharashtra,Nashik,Onion,Loamy,Borewell,2,24,297,9.38,2207
Karnataka,Dharwad,Onion,Laterite,Rain-fed,1,22,81,7.55,2811
Karnataka,Bangalore Urban,Rice,Loamy,Canal,4,31,201,2.61,2767
Karnataka,Belagavi,Maize,Sandy Loam,Rain-fed,1,13,147,1.94,2436
Karnataka,Bangalore Urban,Onion,Red,Rain-fed,6,25,172,6.97,2151
Karnataka,Belagavi,Chilli,Loamy,Borewell,10,32,92,1.74,19404
Maharashtra,Pune,Maize,Red,Rain-fed,4,26,167,3.2,1647
Tamil Nadu,Salem,Chilli,Clay,Rain-fed,2,16,236,1.27,14097
Tamil Nadu,Coimbatore,Onion,Black,River,9,17,209,7.97,1786
Maharashtra,Nashik,Coconut,Clay,Tank,5,25,51,53.67,23
Maharashtra,Thane,Chilli,Sandy Loam,Canal,8,25,133,2.04,15133
Tamil Nadu,Madurai,Potato,Clay,Rain-fed,1,24,28,11.48,1837
Tamil Nadu,Coimbatore,Onion,Laterite,Canal,4,15,67,7.13,1896
Tamil Nadu,Salem,Potato,Laterite,Tank,12,38,165,7.72,2001
Karnataka,Mandya,Tomato,Clay,Tank,6,16,108,8.32,2433
Maharashtra,Nagpur,Rice,Clay,Tank,7,27,273,2.41,1659
Karnataka,Mandya,Coconut,Sandy,Borewell,7,22,188,43.51,32
Tamil Nadu,Coimbatore,Maize,Sandy,Borewell,10,29,158,2.59,2200
Tamil Nadu,Coimbatore,Potato,Black,Tank,7,14,152,18.85,1402
Karnataka,Mysore,Maize,Loamy,Tank,8,30,220,2.6,2165
Karnataka,Belagavi,Rice,Red,Canal,9,16,21,2.1,2369
Tamil Nadu,Madurai,Rice,Clay,Rain-fed,5,14,48,1.38,1716
Tamil Nadu,Chennai,Chilli,Sandy,Borewell,1,22,299,1.42,14888
Karnataka,Haveri,Potato,Sandy Loam,Tank,7,21,183,15.63,1998
Tamil Nadu,Salem,Wheat,Sandy Loam,Tank,1,25,261,1.03,2376
Tamil Nadu,Salem,Rice,Clay,Rain-fed,6,17,290,1.79,1956
Karnataka,Mysore,Maize,Laterite,Rain-fed,4,36,183,2.23,2398
Karnataka,Mandya,Maize,Black,Tank,12,37,278,2.11,2875
Maharashtra,Nashik,Potato,Alluvial,Borewell,12,32,59,12.04,2149
Maharashtra,Thane,Chilli,Sandy,Rain-fed,4,29,271,1.3,11783
Karnataka,Mandya,Tomato,Sandy Loam,Canal,1,22,255,13.18,3034
Maharashtra,Pune,Chilli,Red,River,1,18,161,1.32,13307
Maharashtra,Thane,Potato,Alluvial,Rain-fed,6,16,190,17.1,1340
Tamil Nadu,Madurai,Chilli,Sandy Loam,Canal,11,24,172,1.91,16699
Karnataka,Mandya,Potato,Sandy Loam,River,1,29,239,12.94,2274
Tamil Nadu,Salem,Coconut,Clay,Canal,9,17,92,41.84,30
Karnataka,Haveri,Coconut,Clay,Canal,2,19,227,47.34,39
Tamil Nadu,Coimbatore,Chilli,Laterite,Borewell,9,37,185,1.24,11797
Maharashtra,Nagpur,Onion,Laterite,Borewell,8,21,201,9.65,1915
Tamil Nadu,Coimbatore,Onion,Clay,Tank,9,23,146,8.51,1936
Maharashtra,Nagpur,Rice,Black,Tank,5,22,254,2.22,1985
Karnataka,Bangalore Urban,Tomato,Sandy Loam,Tank,10,37,185,7.09,3664
Maharashtra,Thane,Coconut,Black,Canal,12,24,32,69.4,30
Maharashtra,Thane,Chilli,Red,Tank,2,17,125,1.41,12211
Karnataka,Haveri,Onion,Laterite,Canal,12,19,93,8.43,3230
Tamil Nadu,Salem,Chilli,Sandy Loam,Rain-fed,3,21,125,1.48,14549
Tamil Nadu,Coimbatore,Potato,Sandy,River,7,34,49,8.71,1534
Tamil Nadu,Madurai,Maize,Clay,River,5,34,24,2.2,1834
Tamil Nadu,Salem,Onion,Clay,River,9,31,138,5.85,2006
Tamil Nadu,Madurai,Coconut,Sandy Loam,Rain-fed,9,30,260,60.49,26
Karnataka,Mysore,Wheat,Black,River,10,23,64,1.43,3190
Maharashtra,Thane,Tomato,Alluvial,Borewell,11,21,68,12.75,2769
Tamil Nadu,Madurai,Tomato,Clay,Canal,11,13,280,9.64,2515
Tamil Nadu,Madurai,Potato,Laterite,Tank,7,15,125,17.39,1751
Tamil Nadu,Madurai,Rice,Sandy,Borewell,10,19,194,1.75,2515
Karnataka,Dharwad,Wheat,Loamy,Tank,6,16,73,1.62,2276
Maharashtra,Pune,Rice,Loamy,River,10,34,198,1.82,2004
Tamil Nadu,Chennai,Wheat,Sandy,Rain-fed,3,25,284,0.97,2293
Maharashtra,Nashik,Potato,Loamy,Rain-fed,4,19,109,17.62,1939
Tamil Nadu,Madurai,Coconut,Sandy,Rain-fed,1,30,162,51.09,26
Maharashtra,Thane,Onion,Sandy,River,2,31,104,5.45,2240
Tamil Nadu,Madurai,Potato,Loamy,Borewell,7,12,95,18.36,1602
Tamil Nadu,Chennai,Wheat,Laterite,River,4,17,106,1.52,1794
Karnataka,Haveri,Rice,Alluvial,River,1,23,246,2.33,2184
Karnataka,Dharwad,Maize,Laterite,Rain-fed,4,38,261,2.03,2421
Maharashtra,Nagpur,Coconut,Sandy Loam,Rain-fed,7,18,137,45.01,28
Tamil Nadu,Chennai,Potato,Alluvial,Canal,3,23,38,17.87,1624
Karnataka,Belagavi,Tomato,Sandy,Canal,4,29,124,8.66,2506
Maharashtra,Nagpur,Coconut,Laterite,Borewell,11,15,98,42.37,29
Karnataka,Bangalore Urban,Rice,Black,Rain-fed,12,21,173,2.25,2348
Karnataka,Mysore,Onion,Loamy,River,11,34,128,5.49,2873
Maharashtra,Nagpur,Tomato,Loamy,Borewell,12,24,190,15.08,2425
Karnataka,Bangalore Urban,Coconut,Sandy Loam,Canal,3,29,213,58.17,31
Maharashtra,Thane,Coconut,Loamy,Canal,3,14,64,38.97,30
Maharashtra,Thane,Chilli,Sandy Loam,Canal,2,14,152,1.16,13223
Maharashtra,Nashik,Maize,Black,Borewell,10,28,106,3.39,2150
Maharashtra,Nashik,Tomato,Alluvial,Canal,7,24,61,15.01,2081
Maharashtra,Nashik,Rice,Alluvial,Borewell,4,16,232,2.07,2272
Maharashtra,Pune,Potato,Black,Rain-fed,6,22,130,16.83,1405
Maharashtra,Nashik,Maize,Laterite,Borewell,10,18,269,2.89,2044
Tamil Nadu,Coimbatore,Rice,Black,Tank,4,14,298,1.78,1716
Karnataka,Haveri,Tomato,Loamy,Tank,2,16,37,9.87,2920
Karnataka,Belagavi,Potato,Laterite,Borewell,2,24,191,16.77,2243
Tamil Nadu,Salem,Wheat,Alluvial,Canal,1,38,194,0.77,2094
Maharashtra,Nashik,Potato,Sandy Loam,River,7,31,277,10.02,1337
Tamil Nadu,Coimbatore,Onion,Alluvial,Canal,5,23,34,9.64,2064
Karnataka,Mandya,Rice,Laterite,Borewell,10,17,220,2.08,2363
Karnataka,Haveri,Rice,Sandy,River,11,15,149,1.44,2739
Tamil Nadu,Madurai,Maize,Loamy,Canal,6,23,96,3.71,1686
Maharashtra,Pune,Wheat,Sandy Loam,Rain-fed,5,38,117,0.64,1766
Tamil Nadu,Chennai,Chilli,Alluvial,Rain-fed,6,12,262,1.23,12684
Tamil Nadu,Salem,Chilli,Loamy,Canal,6,32,28,1.89,12533
Maharashtra,Nashik,Potato,Loamy,Tank,1,30,52,12.19,1963
Maharashtra,Nagpur,Rice,Red,Canal,3,21,48,2.21,2092
Karnataka,Bangalore Urban,Potato,Clay,River,6,16,250,16.62,1709
Tamil Nadu,Chennai,Tomato,Sandy Loam,Borewell,1,35,208,8.64,2417
Karnataka,Mandya,Onion,Black,Borewell,3,38,147,4.6,2766
Karnataka,Haveri,Onion,Alluvial,Canal,4,33,58,7.0,2721
Karnataka,Dharwad,Maize,Red,Borewell,7,37,166,2.07,1802
Tamil Nadu,Coimbatore,Tomato,Red,Rain-fed,10,32,206,9.74,2818
Karnataka,Bangalore Urban,Rice,Sandy Loam,Canal,1,19,259,2.05,2715
Karnataka,Mandya,Wheat,Sandy,Rain-fed,4,30,83,0.7,2156
Maharashtra,Thane,Potato,Sandy,Canal,5,35,286,7.48,1500
Karnataka,Belagavi,Onion,Alluvial,Tank,1,29,192,7.45,2844
Tamil Nadu,Salem,Rice,Laterite,Borewell,8,38,42,1.55,2135
Maharashtra,Nagpur,Coconut,Sandy Loam,Tank,2,33,176,50.42,30
Karnataka,Bangalore Urban,Wheat,Black,Rain-fed,11,32,268,0.87,2798
Tamil Nadu,Coimbatore,Chilli,Laterite,Canal,3,28,97,1.81,14588
Maharashtra,Thane,Wheat,Sandy Loam,Borewell,11,23,20,1.45,2399
Maharashtra,Nashik,Rice,Laterite,Tank,9,34,280,1.74,2104
Karnataka,Bangalore Urban,Wheat,Sandy Loam,Rain-fed,12,13,189,1.36,3213
Karnataka,Dharwad,Rice,Red,Tank,7,18,104,1.72,2376
Maharashtra,Thane,Potato,Sandy,Rain-fed,3,33,132,7.79,1605
Maharashtra,Nagpur,Maize,Loamy,Tank,4,35,113,2.57,1832
Maharashtra,Nagpur,Rice,Red,Borewell,11,33,50,2.02,2477
Tamil Nadu,Salem,Wheat,Clay,Tank,12,27,162,0.94,2411
Tamil Nadu,Salem,Rice,Loamy,Rain-fed,10,14,168,1.73,1903
Maharashtra,Thane,Chilli,Laterite,Borewell,7,38,97,1.31,12941
Karnataka,Haveri,Potato,Loamy,River,11,31,135,11.14,2528
Tamil Nadu,Chennai,Wheat,Laterite,Rain-fed,4,21,233,1.35,1845
Tamil Nadu,Chennai,Chilli,Laterite,Canal,3,23,42,1.96,12839
Karnataka,Bangalore Urban,Potato,Clay,Rain-fed,1,36,108,7.58,2321
Karnataka,Haveri,Tomato,Sandy Loam,River,8,37,281,7.75,3041
Karnataka,Belagavi,Rice,Red,Borewell,5,38,255,1.54,2166
Maharashtra,Pune,Potato,Loamy,Borewell,11,24,120,17.16,2024
Maharashtra,Nagpur,Rice,Black,Rain-fed,2,18,194,2.17,1714
Karnataka,Belagavi,Chilli,Sandy,Canal,12,26,289,1.73,19130
Maharashtra,Nashik,Coconut,Alluvial,Rain-fed,10,15,259,38.42,33
Karnataka,Belagavi,Rice,Alluvial,River,1,35,42,1.89,2508
Tamil Nadu,Coimbatore,Coconut,Black,River,9,33,263,50.82,28
Maharashtra,Nashik,Maize,Red,Rain-fed,6,37,161,1.82,1646
Maharashtra,Pune,Wheat,Alluvial,Rain-fed,3,20,141,1.59,2277
Tamil Nadu,Coimbatore,Coconut,Laterite,Canal,6,33,46,61.69,28
Maharashtra,Thane,Maize,Sandy Loam,Borewell,10,38,80,1.97,2166
Karnataka,Dharwad,Maize,Clay,Canal,6,15,100,2.43,2204
Maharashtra,Nagpur,Rice,Alluvial,Tank,4,17,269,2.14,1895
Maharashtra,Pune,Onion,Sandy,Rain-fed,1,31,117,4.75,2190
Karnataka,Belagavi,Coconut,Black,Borewell,4,19,259,57.81,29
Maharashtra,Nashik,Coconut,Clay,River,10,14,161,31.69,31
Karnataka,Belagavi,Coconut,Loamy,Borewell,5,18,264,45.82,29
Karnataka,Dharwad,Potato,Sandy,Canal,12,26,237,12.27,2542
Tamil Nadu,Chennai,Rice,Loamy,River,10,28,59,2.4,2295
Karnataka,Dharwad,Onion,Clay,Rain-fed,1,22,266,8.03,2230
Tamil Nadu,Chennai,Chilli,Loamy,Rain-fed,5,16,113,1.51,13788
Tamil Nadu,Coimbatore,Coconut,Laterite,Canal,6,29,287,62.33,27
Maharashtra,Pune,Onion,Alluvial,River,4,13,253,7.07,1869
Maharashtra,Pune,Coconut,Black,Borewell,1,20,224,58.2,25
Tamil Nadu,Coimbatore,Rice,Loamy,Tank,6,12,175,1.6,1993
Maharashtra,Nagpur,Wheat,Sandy,Rain-fed,11,31,133,0.72,2180
Maharashtra,Nagpur,Potato,Black,Borewell,5,33,175,11.56,1767
Karnataka,Haveri,Potato,Sandy Loam,Rain-fed,9,12,214,14.97,1822
Karnataka,Dharwad,Maize,Red,Tank,9,35,283,1.94,2222
Maharashtra,Nashik,Tomato,Loamy,Tank,7,13,171,9.3,2434
Karnataka,Mysore,Maize,Sandy Loam,Rain-fed,3,15,133,2.15,1946
Maharashtra,Nashik,Onion,Red,Borewell,9,27,280,8.43,2104
Karnataka,Bangalore Urban,Wheat,Loamy,Tank,6,28,146,1.16,2380
Maharashtra,Pune,Rice,Loamy,Tank,7,15,227,1.97,1921
Maharashtra,Nashik,Potato,Sandy,Rain-fed,2,29,48,8.85,1494
Tamil Nadu,Chennai,Tomato,Red,Rain-fed,12,22,234,10.52,2667
Tamil Nadu,Coimbatore,Onion,Red,Borewell,6,13,182,6.77,1659
Tamil Nadu,Salem,Coconut,Laterite,Canal,3,33,265,54.06,25
Karnataka,Belagavi,Onion,Red,Canal,3,24,224,8.14,2384
Karnataka,Belagavi,Rice,Clay,Tank,5,38,166,1.43,2085
Maharashtra,Nagpur,Potato,Black,Rain-fed,6,26,225,15.14,1566
Tamil Nadu,Salem,Tomato,Sandy,Tank,4,21,194,9.5,2533
Tamil Nadu,Coimbatore,Maize,Alluvial,River,9,31,289,2.81,1855
Karnataka,Belagavi,Chilli,Sandy,Borewell,12,29,135,1.48,17271
Karnataka,Mandya,Chilli,Black,Borewell,11,23,247,2.14,19518
Maharashtra,Pune,Chilli,Loamy,Rain-fed,6,34,134,1.52,11318
Karnataka,Mandya,Maize,Laterite,Tank,1,35,123,2.13,2554
Karnataka,Belagavi,Maize,Sandy,River,2,33,172,2.15,2212
Maharashtra,Nashik,Maize,Sandy,Rain-fed,4,14,24,1.43,1631
Maharashtra,Nashik,Onion,Alluvial,Canal,8,26,133,8.29,2366
Maharashtra,Pune,Chilli,Black,Tank,4,36,154,1.32,14661
Karnataka,Mysore,Maize,Red,Tank,11,27,75,2.7,2620
Tamil Nadu,Chennai,Rice,Black,Rain-fed,4,31,115,2.19,1892
Karnataka,Mysore,Coconut,Sandy Loam,Tank,7,17,182,37.65,31
Maharashtra,Pune,Onion,Loamy,Rain-fed,4,32,289,5.76,1953
Maharashtra,Thane,Tomato,Alluvial,River,7,31,74,10.77,2207
Karnataka,Dharwad,Tomato,Sandy Loam,River,3,27,296,11.06,2986
Tamil Nadu,Coimbatore,Rice,Sandy Loam,Tank,12,32,52,1.84,1930
Tamil Nadu,Madurai,Coconut,Alluvial,Canal,12,20,279,56.44,33
Karnataka,Mysore,Potato,Red,River,4,13,60,15.13,2052
Karnataka,Mysore,Onion,Loamy,Canal,5,28,72,7.56,2619
Maharashtra,Thane,Wheat,Loamy,Tank,7,15,228,1.67,1728
Tamil Nadu,Salem,Coconut,Black,Tank,7,15,261,42.02,24
Tamil Nadu,Coimbatore,Rice,Alluvial,Canal,7,13,101,2.02,1682
Maharashtra,Pune,Tomato,Alluvial,Rain-fed,8,25,293,11.71,2555
Karnataka,Mysore,Potato,Sandy,Tank,11,38,86,5.75,2047
Karnataka,Belagavi,Tomato,Black,Tank,3,18,154,9.95,2868
Maharashtra,Pune,Rice,Sandy,Borewell,3,19,207,1.97,1825
Karnataka,Belagavi,Maize,Loamy,Tank,6,37,289,2.16,1816
Tamil Nadu,Madurai,Tomato,Laterite,Borewell,5,31,220,10.79,2470
Karnataka,Mysore,Maize,Alluvial,Borewell,4,15,24,2.78,2505
Maharashtra,Thane,Coconut,Red,Rain-fed,11,12,249,28.36,30
Maharashtra,Nagpur,Tomato,Laterite,Tank,11,32,88,9.92,2537
Karnataka,Bangalore Urban,Potato,Red,Rain-fed,2,38,288,6.57,2287
Maharashtra,Pune,Maize,Black,Borewell,3,25,180,3.56,1738
Maharashtra,Nagpur,Potato,Laterite,Rain-fed,3,27,192,13.15,1489
Karnataka,Haveri,Coconut,Red,River,1,24,104,53.08,38
Maharashtra,Pune,Rice,Alluvial,Canal,12,19,104,2.41,2178
Maharashtra,Nashik,Tomato,Clay,Tank,11,27,211,10.51,2925
Tamil Nadu,Madurai,Wheat,Laterite,Rain-fed,7,21,157,1.43,1932
Maharashtra,Nagpur,Wheat,Laterite,Tank,11,27,91,1.08,2310
Karnataka,Mysore,Onion,Sandy Loam,Tank,7,15,155,6.33,2500
Karnataka,Bangalore Urban,Coconut,Red,Borewell,6,18,272,46.3,29
Maharashtra,Nashik,Onion,Alluvial,River,1,38,254,4.53,2199
Karnataka,Haveri,Onion,Black,Tank,12,15,191,7.67,3082
Maharashtra,Thane,Wheat,Red,River,2,25,253,1.08,2125
Maharashtra,Thane,Potato,Red,River,2,15,65,16.52,1962
Maharashtra,Nashik,Tomato,Alluvial,Borewell,2,13,123,8.99,2381
Karnataka,Bangalore Urban,Coconut,Clay,Borewell,4,18,223,45.57,30
Maharashtra,Thane,Onion,Red,Tank,4,30,128,5.79,2075
Tamil Nadu,Coimbatore,Wheat,Red,River,9,25,221,1.05,2026
Karnataka,Mandya,Potato,Clay,Tank,2,24,236,13.83,2253
Tamil Nadu,Madurai,Wheat,Clay,Canal,7,38,39,0.77,2035
Maharashtra,Nagpur,Onion,Laterite,Tank,2,36,299,4.87,2324
Maharashtra,Nagpur,Potato,Sandy,Rain-fed,1,27,114,10.73,1652
Karnataka,Bangalore Urban,Rice,Sandy,Borewell,11,20,85,2.04,2385
Maharashtra,Nagpur,Potato,Sandy Loam,Tank,5,33,244,9.64,1462
Karnataka,Haveri,Rice,Loamy,River,6,17,293,1.98,2037
Maharashtra,Thane,Coconut,Red,Borewell,9,36,273,53.23,25
Tamil Nadu,Coimbatore,Wheat,Clay,River,5,24,293,1.18,2098
Karnataka,Mysore,Maize,Sandy,Borewell,6,36,254,1.95,1961
Maharashtra,Nashik,Wheat,Red,Borewell,2,22,242,1.29,2245
Karnataka,Bangalore Urban,Tomato,Red,Canal,5,18,90,11.5,2349
Maharashtra,Nagpur,Rice,Sandy Loam,River,5,14,66,1.67,1668
Maharashtra,Nagpur,Wheat,Alluvial,Rain-fed,11,20,176,1.52,2622
Maharashtra,Thane,Onion,Sandy,Canal,9,13,246,5.82,2235
Tamil Nadu,Madurai,Maize,Loamy,Rain-fed,3,30,104,3.02,2049
Maharashtra,Nagpur,Potato,Red,Tank,1,34,228,9.79,1578
Maharashtra,Thane,Maize,Sandy Loam,Tank,4,24,69,3.49,1915
Karnataka,Mandya,Coconut,Loamy,Rain-fed,4,36,75,41.56,37
Karnataka,Haveri,Rice,Alluvial,Borewell,8,12,106,1.69,2088
Tamil Nadu,Coimbatore,Maize,Black,Tank,2,13,279,2.59,1852
Maharashtra,Thane,Coconut,Sandy Loam,Tank,4,35,288,48.96,27
Tamil Nadu,Coimbatore,Chilli,Sandy Loam,Borewell,12,19,263,1.62,15697
Tamil Nadu,Chennai,Coconut,Black,Tank,1,19,118,49.67,30
Maharashtra,Pune,Rice,Sandy,Borewell,7,17,177,1.55,1919
Karnataka,Mandya,Wheat,Loamy,River,2,31,196,0.99,2855
Karnataka,Haveri,Maize,Laterite,Tank,1,26,43,2.93,1933
Tamil Nadu,Salem,Tomato,Red,Borewell,8,25,265,13.01,2539
Karnataka,Mysore,Coconut,Sandy Loam,Tank,8,12,298,28.63,36
Tamil Nadu,Chennai,Maize,Sandy Loam,Rain-fed,12,29,98,2.87,2271
Karnataka,Haveri,Chilli,Red,Tank,9,30,194,1.46,14765
Maharashtra,Nagpur,Maize,Loamy,Canal,12,34,173,2.72,2204
Tamil Nadu,Madurai,Potato,Sandy Loam,Rain-fed,9,37,278,7.14,1575
Tamil Nadu,Chennai,Chilli,Loamy,Borewell,3,17,129,1.7,11572
Karnataka,Mandya,Tomato,Laterite,River,1,33,184,8.14,3183
Tamil Nadu,Madurai,Rice,Black,Tank,3,35,210,1.75,1780
Tamil Nadu,Madurai,Rice,Red,Rain-fed,3,38,96,1.5,2005
Karnataka,Belagavi,Coconut,Alluvial,River,6,34,177,52.99,34
Maharashtra,Nagpur,Tomato,Clay,Rain-fed,12,30,288,10.68,2558
Karnataka,Haveri,Maize,Sandy,Tank,6,36,42,1.75,2252
Maharashtra,Pune,Potato,Sandy,Canal,8,21,258,16.1,1861
Maharashtra,Nagpur,Rice,Black,Borewell,5,21,69,2.45,1651
Tamil Nadu,Coimbatore,Tomato,Sandy Loam,Borewell,11,16,101,10.3,2404
Maharashtra,Nagpur,Chilli,Red,Borewell,7,35,103,1.56,12795
Maharashtra,Pune,Rice,Alluvial,Borewell,9,18,289,2.09,2121
Tamil Nadu,Coimbatore,Coconut,Clay,Borewell,5,23,178,54.81,24
Karnataka,Dharwad,Potato,Alluvial,River,11,33,86,11.22,2163
Karnataka,Mysore,Coconut,Black,River,10,32,80,61.76,40
Tamil Nadu,Coimbatore,Rice,Sandy,Tank,6,33,217,1.45,1909
Maharashtra,Nashik,Coconut,Sandy,River,3,34,103,44.14,26
Maharashtra,Nagpur,Chilli,Black,Tank,9,29,282,1.96,13504
Karnataka,Dharwad,Chilli,Alluvial,River,7,37,176,1.4,16392
Tamil Nadu,Coimbatore,Maize,Laterite,Borewell,8,16,214,2.57,1933
Karnataka,Bangalore Urban,Tomato,Clay,Borewell,8,12,222,8.6,2712
Karnataka,Mysore,Coconut,Sandy Loam,River,10,36,275,45.1,36
Maharashtra,Thane,Wheat,Sandy Loam,Borewell,1,16,97,1.76,1848
Karnataka,Bangalore Urban,Rice,Sandy Loam,Rain-fed,10,38,132,1.58,2850
Tamil Nadu,Salem,Wheat,Loamy,Tank,2,38,170,0.74,2172
Tamil Nadu,Madurai,Onion,Red,Rain-fed,5,21,125,8.22,2061
Maharashtra,Nagpur,Tomato,Loamy,Borewell,6,13,155,9.91,2161
Karnataka,Mysore,Onion,Sandy,River,10,23,88,7.34,2610
Tamil Nadu,Coimbatore,Coconut,Clay,Borewell,10,38,268,42.61,32
Tamil Nadu,Madurai,Coconut,Black,River,6,14,207,34.92,28
Maharashtra,Pune,Maize,Clay,River,12,24,146,3.42,2064
Karnataka,Mysore,Maize,Red,River,7,21,199,2.83,2176
Karnataka,Mandya,Chilli,Sandy Loam,Tank,4,13,96,1.1,14010
Karnataka,Belagavi,Onion,Sandy,Canal,2,16,204,6.47,2813
Maharashtra,Pune,Coconut,Black,Canal,8,29,102,73.43,32
Karnataka,Haveri,Coconut,Sandy,Canal,1,31,278,53.55,39
Maharashtra,Thane,Onion,Laterite,Canal,12,30,270,7.31,2404
Karnataka,Dharwad,Chilli,Loamy,Canal,1,37,162,1.42,16926
Karnataka,Haveri,Chilli,Loamy,River,7,15,183,1.43,13149
Tamil Nadu,Coimbatore,Onion,Sandy Loam,River,6,24,146,7.32,1947
Tamil Nadu,Madurai,Chilli,Laterite,Canal,2,30,25,1.67,14330
Karnataka,Bangalore Urban,Chilli,Sandy Loam,Tank,3,26,124,1.76,16993
Karnataka,Mysore,Maize,Clay,Rain-fed,1,37,297,1.87,2175
Karnataka,Mandya,Tomato,Laterite,Rain-fed,7,32,99,9.5,2621
Karnataka,Mysore,Wheat,Alluvial,Borewell,11,19,211,1.77,2484
